trip_id,driver_id,rider_id,city,pickup_zone,drop_zone,request_time,pickup_time,drop_time,distance_km,fare,status,cancellation_reason
T2778,D275,R2797,Delhi,Saket,Rohini,2023-10-21 22:50:00,2023-10-21 23:03:00,2023-10-21 23:56:00,19.4,410,Completed,
T2779,D184,R3500,Bangalore,Jayanagar,Indiranagar,2023-10-01 04:39:00,2023-10-01 04:51:00,2023-10-01 05:32:00,11.1,325,Completed,
T2780,D292,R1647,Bangalore,Indiranagar,Whitefield,2023-10-26 13:05:00,2023-10-26 13:10:00,2023-10-26 13:22:00,5.1,142,Completed,
T2781,D264,R1747,Delhi,Connaught Place,Vasant Kunj,2023-10-04 23:23:00,2023-10-04 23:38:00,2023-10-05 00:26:00,12.8,346,Completed,
T2782,D275,R1965,Delhi,Connaught Place,Dwarka,2023-10-08 14:37:00,,,0.0,0.0,Cancelled,Driver Not Found
T2783,D328,R4365,Mumbai,Juhu,Andheri,2023-10-05 05:33:00,2023-10-05 05:46:00,2023-10-05 06:53:00,24.3,627,Completed,
T2784,D142,R2630,Mumbai,Bandra,Powai,2023-10-18 04:26:00,,,0.0,0.0,Cancelled,Driver Cancelled
T2785,D168,R4610,Bangalore,Koramangala,Jayanagar,2023-10-22 04:27:00,2023-10-22 04:37:00,2023-10-22 05:33:00,19.6,371,Completed,
T2786,D349,R1563,Delhi,Dwarka,Rohini,2023-10-04 16:28:00,2023-10-04 16:36:00,2023-10-04 17:03:00,7.2,163,Completed,
T2787,D102,R4738,Delhi,Saket,Vasant Kunj,2023-10-27 08:23:00,2023-10-27 08:25:00,2023-10-27 09:46:00,24.5,439,Completed,
T2788,D236,R2397,Delhi,Rohini,Saket,2023-10-17 18:33:00,2023-10-17 18:40:00,2023-10-17 19:31:00,18.2,370,Completed,
T2789,D155,R3989,Delhi,Dwarka,Rohini,2023-10-20 14:27:00,2023-10-20 14:33:00,2023-10-20 15:25:00,13.6,265,Completed,
T2790,D262,R3480,Bangalore,Whitefield,HSR Layout,2023-10-07 10:34:00,2023-10-07 10:49:00,2023-10-07 10:59:00,3.7,139,Completed,
T2791,D334,R4952,Bangalore,HSR Layout,Koramangala,2023-10-09 10:51:00,2023-10-09 10:56:00,2023-10-09 11:52:00,18.0,329,Completed,
T2792,D311,R4086,Mumbai,Bandra,Juhu,2023-10-01 00:14:00,2023-10-01 00:27:00,2023-10-01 01:28:00,16.6,317,Completed,
T2793,D199,R1390,Bangalore,Whitefield,HSR Layout,2023-10-01 13:18:00,2023-10-01 13:32:00,2023-10-01 13:53:00,8.1,233,Completed,
T2794,D306,R2699,Mumbai,Powai,Andheri,2023-10-21 15:18:00,,,0.0,0.0,Cancelled,Other
T2795,D345,R1507,Delhi,Rohini,Dwarka,2023-10-11 00:55:00,2023-10-11 00:57:00,2023-10-11 01:10:00,4.9,146,Completed,
T2796,D305,R2289,Bangalore,Indiranagar,Whitefield,2023-10-11 05:07:00,2023-10-11 05:15:00,2023-10-11 05:22:00,3.0,106,Completed,
T2797,D214,R3408,Delhi,Vasant Kunj,Saket,2023-10-23 02:15:00,2023-10-23 02:18:00,2023-10-23 02:43:00,8.8,233,Completed,
T2798,D108,R3985,Delhi,Saket,Dwarka,2023-10-08 14:35:00,2023-10-08 14:42:00,2023-10-08 15:34:00,15.1,342,Completed,
T2799,D205,R1933,Delhi,Rohini,Vasant Kunj,2023-10-19 03:13:00,2023-10-19 03:27:00,2023-10-19 03:54:00,8.0,189,Completed,
T2800,D189,R1455,Mumbai,Colaba,Bandra,2023-10-05 06:37:00,2023-10-05 06:44:00,2023-10-05 07:15:00,10.2,266,Completed,
T2801,D239,R4187,Bangalore,Koramangala,Indiranagar,2023-10-19 10:34:00,2023-10-19 10:37:00,2023-10-19 11:19:00,17.0,366,Completed,
T2802,D279,R2631,Mumbai,Juhu,Bandra,2023-10-15 00:30:00,2023-10-15 00:37:00,2023-10-15 00:57:00,6.7,188,Completed,
T2803,D144,R2867,Mumbai,Powai,Colaba,2023-10-25 06:22:00,2023-10-25 06:24:00,2023-10-25 06:37:00,4.1,120,Completed,
T2804,D211,R4450,Mumbai,Powai,Juhu,2023-10-24 05:34:00,2023-10-24 05:41:00,2023-10-24 06:09:00,8.5,255,Completed,
T2805,D291,R3260,Delhi,Dwarka,Vasant Kunj,2023-10-17 00:37:00,2023-10-17 00:50:00,2023-10-17 01:19:00,10.7,263,Completed,
T2806,D231,R4672,Bangalore,Jayanagar,Koramangala,2023-10-16 06:14:00,2023-10-16 06:24:00,2023-10-16 06:59:00,14.0,332,Completed,
T2807,D248,R4169,Mumbai,Colaba,Bandra,2023-10-09 13:27:00,,,0.0,0.0,Cancelled,Rider Cancelled
T2808,D192,R2072,Bangalore,Indiranagar,Koramangala,2023-10-05 07:55:00,,,0.0,0.0,Cancelled,Driver Cancelled
T2809,D323,R4510,Delhi,Vasant Kunj,Connaught Place,2023-10-26 08:01:00,2023-10-26 08:06:00,2023-10-26 09:29:00,24.4,441,Completed,
T2810,D169,R1418,Bangalore,HSR Layout,Koramangala,2023-10-04 08:36:00,2023-10-04 08:51:00,2023-10-04 09:25:00,9.9,276,Completed,
T2811,D285,R3014,Delhi,Rohini,Saket,2023-10-15 15:39:00,2023-10-15 15:49:00,2023-10-15 17:09:00,22.2,502,Completed,
T2812,D138,R4790,Mumbai,Colaba,Powai,2023-10-29 02:39:00,2023-10-29 02:44:00,2023-10-29 03:20:00,10.0,221,Completed,
T2813,D137,R1803,Mumbai,Bandra,Juhu,2023-10-13 23:04:00,2023-10-13 23:07:00,2023-10-14 00:04:00,17.9,431,Completed,
T2814,D342,R2090,Delhi,Saket,Connaught Place,2023-10-28 21:15:00,2023-10-28 21:29:00,2023-10-28 21:40:00,3.8,138,Completed,
T2815,D139,R1371,Bangalore,HSR Layout,Koramangala,2023-10-04 11:25:00,2023-10-04 11:28:00,2023-10-04 12:43:00,24.8,654,Completed,
T2816,D130,R4881,Bangalore,HSR Layout,Jayanagar,2023-10-28 13:55:00,2023-10-28 14:06:00,2023-10-28 14:18:00,3.4,125,Completed,
T2817,D305,R2076,Bangalore,Indiranagar,HSR Layout,2023-10-10 07:46:00,,,0.0,0.0,Cancelled,Payment Issue
T2818,D296,R2186,Mumbai,Juhu,Colaba,2023-10-25 21:39:00,2023-10-25 21:51:00,2023-10-25 22:24:00,10.7,237,Completed,
T2819,D252,R1695,Bangalore,Whitefield,Jayanagar,2023-10-13 03:33:00,2023-10-13 03:39:00,2023-10-13 04:16:00,12.3,258,Completed,
T2820,D204,R4795,Bangalore,Whitefield,Jayanagar,2023-10-10 09:21:00,2023-10-10 09:34:00,2023-10-10 09:42:00,2.4,109,Completed,
T2821,D332,R4583,Delhi,Saket,Dwarka,2023-10-04 10:52:00,2023-10-04 11:01:00,2023-10-04 11:26:00,6.8,212,Completed,
T2822,D228,R2687,Delhi,Saket,Vasant Kunj,2023-10-10 00:09:00,2023-10-10 00:20:00,2023-10-10 00:39:00,4.8,165,Completed,
T2823,D239,R2992,Bangalore,Whitefield,Indiranagar,2023-10-09 02:50:00,2023-10-09 03:04:00,2023-10-09 03:21:00,4.7,166,Completed,
T2824,D320,R4922,Bangalore,Whitefield,Jayanagar,2023-10-24 00:10:00,2023-10-24 00:14:00,2023-10-24 01:30:00,20.5,440,Completed,
T2825,D237,R1563,Bangalore,Whitefield,Koramangala,2023-10-08 11:01:00,2023-10-08 11:09:00,2023-10-08 12:30:00,24.4,494,Completed,
T2826,D215,R1048,Mumbai,Bandra,Powai,2023-10-10 05:55:00,,,0.0,0.0,Cancelled,Driver Cancelled
T2827,D212,R3642,Bangalore,Jayanagar,Koramangala,2023-10-12 17:25:00,2023-10-12 17:39:00,2023-10-12 18:27:00,12.6,292,Completed,
T2828,D235,R3974,Bangalore,Indiranagar,Koramangala,2023-10-25 13:07:00,2023-10-25 13:15:00,2023-10-25 13:30:00,5.5,170,Completed,
T2829,D229,R4218,Mumbai,Bandra,Colaba,2023-10-06 09:56:00,2023-10-06 10:03:00,2023-10-06 11:14:00,22.8,445,Completed,
T2830,D241,R2210,Mumbai,Bandra,Colaba,2023-10-29 02:33:00,2023-10-29 02:48:00,2023-10-29 03:21:00,9.9,246,Completed,
T2831,D202,R3186,Delhi,Rohini,Dwarka,2023-10-14 03:17:00,2023-10-14 03:26:00,2023-10-14 04:13:00,16.8,379,Completed,
T2832,D176,R4740,Bangalore,Whitefield,Indiranagar,2023-10-29 06:13:00,2023-10-29 06:21:00,2023-10-29 06:35:00,5.5,133,Completed,
T2833,D268,R3276,Delhi,Connaught Place,Saket,2023-10-11 20:25:00,2023-10-11 20:27:00,2023-10-11 21:42:00,22.3,420,Completed,
T2834,D202,R3445,Delhi,Vasant Kunj,Dwarka,2023-10-20 17:02:00,,,0.0,0.0,Cancelled,Driver Cancelled
T2835,D247,R2952,Bangalore,Koramangala,Indiranagar,2023-10-05 11:37:00,2023-10-05 11:51:00,2023-10-05 12:19:00,8.0,236,Completed,
T2836,D213,R2367,Bangalore,Koramangala,Indiranagar,2023-10-12 14:38:00,2023-10-12 14:53:00,2023-10-12 15:19:00,6.8,184,Completed,
T2837,D223,R4786,Bangalore,Jayanagar,Whitefield,2023-10-07 06:33:00,,,0.0,0.0,Cancelled,Payment Issue
T2838,D177,R2566,Bangalore,Indiranagar,Whitefield,2023-10-04 07:06:00,,,0.0,0.0,Cancelled,Driver Not Found
T2839,D304,R4069,Delhi,Dwarka,Connaught Place,2023-10-28 20:10:00,,,0.0,0.0,Cancelled,Rider Cancelled
T2840,D335,R2578,Delhi,Vasant Kunj,Connaught Place,2023-10-20 13:04:00,2023-10-20 13:13:00,2023-10-20 13:47:00,11.8,299,Completed,
T2841,D227,R4602,Mumbai,Juhu,Powai,2023-10-03 14:07:00,2023-10-03 14:13:00,2023-10-03 15:15:00,15.8,334,Completed,
T2842,D106,R4665,Mumbai,Juhu,Andheri,2023-10-28 11:18:00,,,0.0,0.0,Cancelled,Driver Cancelled
T2843,D158,R1193,Mumbai,Colaba,Powai,2023-10-22 01:37:00,2023-10-22 01:40:00,2023-10-22 03:09:00,23.9,447,Completed,
T2844,D159,R4038,Delhi,Rohini,Dwarka,2023-10-27 18:01:00,2023-10-27 18:16:00,2023-10-27 19:10:00,15.5,302,Completed,
T2845,D224,R1293,Bangalore,Koramangala,Indiranagar,2023-10-13 06:04:00,2023-10-13 06:11:00,2023-10-13 07:39:00,22.8,593,Completed,
T2846,D242,R3906,Delhi,Dwarka,Rohini,2023-10-29 05:06:00,2023-10-29 05:10:00,2023-10-29 06:20:00,18.6,369,Completed,
T2847,D299,R2935,Delhi,Vasant Kunj,Connaught Place,2023-10-16 17:50:00,2023-10-16 17:54:00,2023-10-16 18:36:00,11.5,325,Completed,
T2848,D218,R2244,Bangalore,HSR Layout,Jayanagar,2023-10-20 05:53:00,2023-10-20 05:58:00,2023-10-20 06:17:00,6.6,151,Completed,
T2849,D262,R2311,Bangalore,Jayanagar,Koramangala,2023-10-11 21:11:00,,,0.0,0.0,Cancelled,Rider Cancelled
T2850,D186,R4527,Bangalore,Koramangala,Indiranagar,2023-10-15 13:46:00,2023-10-15 13:54:00,2023-10-15 15:17:00,22.6,549,Completed,
T2851,D229,R4576,Mumbai,Powai,Colaba,2023-10-30 23:38:00,2023-10-30 23:50:00,2023-10-31 00:08:00,4.7,164,Completed,
T2852,D266,R1022,Bangalore,Jayanagar,Koramangala,2023-10-04 17:22:00,2023-10-04 17:32:00,2023-10-04 18:19:00,13.6,368,Completed,
T2853,D346,R1530,Mumbai,Juhu,Colaba,2023-10-24 05:19:00,,,0.0,0.0,Cancelled,Rider Cancelled
T2854,D303,R1244,Mumbai,Powai,Juhu,2023-10-12 09:32:00,2023-10-12 09:38:00,2023-10-12 10:24:00,17.0,451,Completed,
T2855,D298,R4738,Delhi,Rohini,Dwarka,2023-10-03 05:22:00,,,0.0,0.0,Cancelled,Driver Cancelled
T2856,D325,R3919,Bangalore,Koramangala,HSR Layout,2023-10-15 15:58:00,2023-10-15 16:05:00,2023-10-15 16:18:00,3.8,115,Completed,
T2857,D172,R3076,Delhi,Dwarka,Vasant Kunj,2023-10-07 09:58:00,2023-10-07 10:09:00,2023-10-07 10:33:00,7.2,205,Completed,
T2858,D290,R4367,Mumbai,Colaba,Juhu,2023-10-04 06:20:00,2023-10-04 06:32:00,2023-10-04 06:55:00,6.6,201,Completed,
T2859,D162,R2886,Delhi,Dwarka,Connaught Place,2023-10-19 14:48:00,2023-10-19 14:54:00,2023-10-19 15:20:00,10.3,262,Completed,
T2860,D108,R4130,Delhi,Vasant Kunj,Connaught Place,2023-10-27 12:46:00,2023-10-27 12:54:00,2023-10-27 13:11:00,4.9,148,Completed,
T2861,D172,R4742,Delhi,Dwarka,Saket,2023-10-14 03:50:00,2023-10-14 04:01:00,2023-10-14 05:21:00,24.6,615,Completed,
T2862,D308,R1809,Mumbai,Juhu,Powai,2023-10-14 11:05:00,2023-10-14 11:09:00,2023-10-14 12:00:00,19.1,432,Completed,
T2863,D329,R4286,Bangalore,Indiranagar,Jayanagar,2023-10-23 01:00:00,2023-10-23 01:05:00,2023-10-23 02:10:00,24.4,539,Completed,
T2864,D133,R4473,Delhi,Saket,Dwarka,2023-10-17 07:00:00,2023-10-17 07:09:00,2023-10-17 07:29:00,6.8,175,Completed,
T2865,D308,R1842,Mumbai,Juhu,Powai,2023-10-14 06:05:00,2023-10-14 06:10:00,2023-10-14 07:04:00,14.5,296,Completed,
T2866,D144,R1815,Mumbai,Bandra,Colaba,2023-10-10 09:23:00,2023-10-10 09:32:00,2023-10-10 09:47:00,4.1,113,Completed,
T2867,D298,R3643,Delhi,Rohini,Dwarka,2023-10-07 07:47:00,2023-10-07 08:02:00,2023-10-07 09:35:00,24.7,563,Completed,
T2868,D149,R3131,Bangalore,HSR Layout,Whitefield,2023-10-14 17:19:00,2023-10-14 17:27:00,2023-10-14 18:18:00,17.2,469,Completed,
T2869,D293,R4768,Bangalore,HSR Layout,Koramangala,2023-10-25 23:47:00,2023-10-25 23:49:00,2023-10-26 00:38:00,16.9,420,Completed,
T2870,D189,R1785,Mumbai,Colaba,Bandra,2023-10-02 15:22:00,2023-10-02 15:27:00,2023-10-02 15:55:00,8.1,192,Completed,
T2871,D345,R2244,Delhi,Saket,Connaught Place,2023-10-11 10:42:00,2023-10-11 10:50:00,2023-10-11 10:57:00,2.5,91,Completed,
T2872,D224,R1567,Bangalore,Jayanagar,Koramangala,2023-10-25 06:17:00,2023-10-25 06:32:00,2023-10-25 07:34:00,18.0,438,Completed,
T2873,D270,R4892,Delhi,Dwarka,Vasant Kunj,2023-10-24 02:55:00,2023-10-24 03:04:00,2023-10-24 03:09:00,2.2,104,Completed,
T2874,D269,R2637,Delhi,Vasant Kunj,Saket,2023-10-30 14:15:00,2023-10-30 14:26:00,2023-10-30 15:28:00,20.4,426,Completed,
T2875,D167,R1344,Delhi,Rohini,Dwarka,2023-10-05 10:29:00,2023-10-05 10:40:00,2023-10-05 11:33:00,17.5,466,Completed,
T2876,D207,R3774,Bangalore,Indiranagar,HSR Layout,2023-10-12 04:14:00,,,0.0,0.0,Cancelled,Payment Issue
T2877,D199,R1975,Bangalore,Koramangala,Indiranagar,2023-10-22 13:17:00,2023-10-22 13:23:00,2023-10-22 13:54:00,10.5,288,Completed,
T2878,D268,R4951,Delhi,Saket,Vasant Kunj,2023-10-18 16:32:00,2023-10-18 16:35:00,2023-10-18 17:04:00,7.6,225,Completed,
T2879,D345,R2266,Delhi,Vasant Kunj,Connaught Place,2023-10-19 02:05:00,2023-10-19 02:11:00,2023-10-19 02:28:00,5.7,160,Completed,
T2880,D204,R1201,Bangalore,Whitefield,Jayanagar,2023-10-01 18:52:00,2023-10-01 19:02:00,2023-10-01 19:11:00,3.2,123,Completed,
T2881,D254,R2484,Bangalore,Jayanagar,HSR Layout,2023-10-21 19:04:00,2023-10-21 19:18:00,2023-10-21 20:28:00,18.4,497,Completed,
T2882,D194,R1180,Mumbai,Andheri,Bandra,2023-10-09 19:10:00,,,0.0,0.0,Cancelled,Driver Not Found
T2883,D139,R4123,Bangalore,HSR Layout,Whitefield,2023-10-05 18:44:00,2023-10-05 18:50:00,2023-10-05 19:34:00,17.6,440,Completed,
T2884,D122,R1607,Mumbai,Bandra,Colaba,2023-10-22 08:03:00,2023-10-22 08:14:00,2023-10-22 08:32:00,6.7,213,Completed,
T2885,D321,R2293,Mumbai,Colaba,Andheri,2023-10-15 17:46:00,2023-10-15 17:53:00,2023-10-15 18:41:00,12.9,346,Completed,
T2886,D256,R3602,Delhi,Vasant Kunj,Saket,2023-10-05 11:11:00,2023-10-05 11:16:00,2023-10-05 11:31:00,6.0,144,Completed,
T2887,D283,R3808,Mumbai,Powai,Colaba,2023-10-01 14:29:00,,,0.0,0.0,Cancelled,Rider Cancelled
T2888,D204,R1386,Bangalore,Whitefield,HSR Layout,2023-10-22 18:28:00,2023-10-22 18:38:00,2023-10-22 19:50:00,20.8,424,Completed,
T2889,D133,R3296,Delhi,Saket,Connaught Place,2023-10-24 01:43:00,2023-10-24 01:52:00,2023-10-24 02:35:00,12.1,337,Completed,
T2890,D155,R1667,Delhi,Vasant Kunj,Connaught Place,2023-10-03 02:33:00,2023-10-03 02:35:00,2023-10-03 03:23:00,13.9,288,Completed,
T2891,D333,R4675,Mumbai,Juhu,Colaba,2023-10-25 17:34:00,2023-10-25 17:38:00,2023-10-25 18:38:00,20.1,428,Completed,
T2892,D158,R4640,Mumbai,Andheri,Juhu,2023-10-12 00:15:00,2023-10-12 00:29:00,2023-10-12 01:01:00,8.7,236,Completed,
T2893,D342,R1225,Delhi,Saket,Connaught Place,2023-10-05 04:27:00,2023-10-05 04:31:00,2023-10-05 05:51:00,23.5,430,Completed,
T2894,D128,R4767,Delhi,Connaught Place,Saket,2023-10-15 13:32:00,2023-10-15 13:45:00,2023-10-15 14:12:00,9.5,241,Completed,
T2895,D332,R1626,Delhi,Saket,Rohini,2023-10-01 05:30:00,2023-10-01 05:38:00,2023-10-01 06:01:00,6.8,187,Completed,
T2896,D264,R3361,Delhi,Rohini,Connaught Place,2023-10-02 15:21:00,,,0.0,0.0,Cancelled,Rider Cancelled
T2897,D105,R3806,Bangalore,Jayanagar,HSR Layout,2023-10-04 12:37:00,2023-10-04 12:49:00,2023-10-04 13:15:00,10.5,287,Completed,
T2898,D236,R4648,Delhi,Dwarka,Connaught Place,2023-10-24 18:52:00,2023-10-24 19:02:00,2023-10-24 20:17:00,21.0,553,Completed,
T2899,D223,R1083,Bangalore,Indiranagar,Whitefield,2023-10-05 09:54:00,2023-10-05 09:58:00,2023-10-05 11:00:00,18.6,459,Completed,
T2900,D153,R2342,Mumbai,Bandra,Andheri,2023-10-26 07:40:00,2023-10-26 07:51:00,2023-10-26 08:52:00,17.9,479,Completed,
T2901,D203,R4364,Mumbai,Juhu,Powai,2023-10-23 15:11:00,2023-10-23 15:16:00,2023-10-23 15:26:00,3.9,119,Completed,
T2902,D179,R1375,Delhi,Dwarka,Rohini,2023-10-28 20:00:00,2023-10-28 20:12:00,2023-10-28 20:45:00,10.8,214,Completed,
T2903,D227,R1404,Mumbai,Powai,Bandra,2023-10-08 07:28:00,2023-10-08 07:36:00,2023-10-08 07:50:00,3.9,112,Completed,
T2904,D318,R2970,Bangalore,Jayanagar,Whitefield,2023-10-01 09:42:00,2023-10-01 09:54:00,2023-10-01 10:33:00,11.7,329,Completed,
T2905,D105,R2963,Bangalore,Whitefield,Indiranagar,2023-10-18 12:46:00,2023-10-18 12:57:00,2023-10-18 13:52:00,16.8,456,Completed,
T2906,D198,R2652,Delhi,Saket,Rohini,2023-10-10 21:10:00,2023-10-10 21:16:00,2023-10-10 22:08:00,13.9,394,Completed,
T2907,D270,R3986,Delhi,Saket,Connaught Place,2023-10-08 18:19:00,2023-10-08 18:21:00,2023-10-08 18:35:00,4.9,148,Completed,
T2908,D158,R1394,Mumbai,Juhu,Bandra,2023-10-26 15:31:00,2023-10-26 15:46:00,2023-10-26 16:48:00,20.2,529,Completed,
T2909,D242,R1866,Delhi,Rohini,Dwarka,2023-10-21 23:50:00,2023-10-21 23:52:00,2023-10-22 00:51:00,15.3,286,Completed,
T2910,D348,R4477,Bangalore,Indiranagar,Jayanagar,2023-10-07 21:39:00,2023-10-07 21:44:00,2023-10-07 22:02:00,6.5,207,Completed,
T2911,D271,R1444,Bangalore,Indiranagar,Jayanagar,2023-10-20 16:33:00,2023-10-20 16:41:00,2023-10-20 17:44:00,23.0,529,Completed,
T2912,D164,R1100,Bangalore,Koramangala,Indiranagar,2023-10-04 12:46:00,,,0.0,0.0,Cancelled,Driver Cancelled
T2913,D171,R1098,Delhi,Saket,Vasant Kunj,2023-10-13 13:27:00,2023-10-13 13:32:00,2023-10-13 13:51:00,5.3,174,Completed,
T2914,D200,R2537,Delhi,Dwarka,Saket,2023-10-09 14:41:00,2023-10-09 14:50:00,2023-10-09 15:55:00,23.2,419,Completed,
T2915,D150,R2485,Mumbai,Colaba,Powai,2023-10-28 19:59:00,2023-10-28 20:14:00,2023-10-28 20:45:00,10.2,242,Completed,
T2916,D253,R2305,Delhi,Dwarka,Connaught Place,2023-10-15 13:47:00,,,0.0,0.0,Cancelled,Rider Cancelled
T2917,D289,R1678,Bangalore,Whitefield,Koramangala,2023-10-16 16:34:00,2023-10-16 16:37:00,2023-10-16 16:56:00,5.0,150,Completed,
T2918,D262,R1736,Bangalore,Koramangala,Indiranagar,2023-10-01 14:25:00,2023-10-01 14:37:00,2023-10-01 15:15:00,13.9,263,Completed,
T2919,D168,R2034,Bangalore,Jayanagar,Whitefield,2023-10-24 23:41:00,2023-10-24 23:47:00,2023-10-25 00:31:00,14.2,379,Completed,
T2920,D298,R3238,Delhi,Vasant Kunj,Saket,2023-10-28 13:19:00,2023-10-28 13:33:00,2023-10-28 14:21:00,18.0,376,Completed,
T2921,D308,R4651,Mumbai,Bandra,Powai,2023-10-22 04:55:00,2023-10-22 05:10:00,2023-10-22 06:22:00,20.0,360,Completed,
T2922,D219,R4864,Bangalore,HSR Layout,Whitefield,2023-10-26 12:57:00,2023-10-26 13:00:00,2023-10-26 14:03:00,18.0,392,Completed,
T2923,D106,R1580,Mumbai,Colaba,Andheri,2023-10-14 00:41:00,2023-10-14 00:50:00,2023-10-14 02:00:00,19.2,385,Completed,
T2924,D226,R3650,Bangalore,HSR Layout,Whitefield,2023-10-23 04:45:00,2023-10-23 04:53:00,2023-10-23 05:32:00,11.6,295,Completed,
T2925,D124,R3447,Bangalore,Indiranagar,Whitefield,2023-10-14 14:05:00,2023-10-14 14:11:00,2023-10-14 14:47:00,10.5,305,Completed,
T2926,D106,R4971,Mumbai,Juhu,Colaba,2023-10-23 01:43:00,2023-10-23 01:50:00,2023-10-23 02:09:00,6.4,151,Completed,
T2927,D236,R4273,Delhi,Rohini,Saket,2023-10-24 01:54:00,2023-10-24 02:04:00,2023-10-24 03:12:00,17.9,333,Completed,
T2928,D184,R1346,Bangalore,Indiranagar,Jayanagar,2023-10-12 08:08:00,2023-10-12 08:12:00,2023-10-12 09:17:00,20.6,379,Completed,
T2929,D154,R2590,Mumbai,Colaba,Andheri,2023-10-02 12:09:00,2023-10-02 12:17:00,2023-10-02 13:00:00,13.6,304,Completed,
T2930,D119,R3669,Delhi,Saket,Rohini,2023-10-27 04:28:00,2023-10-27 04:38:00,2023-10-27 05:10:00,11.4,333,Completed,
T2931,D330,R2394,Delhi,Saket,Vasant Kunj,2023-10-13 03:20:00,2023-10-13 03:29:00,2023-10-13 04:03:00,13.1,303,Completed,
T2932,D198,R1737,Delhi,Rohini,Connaught Place,2023-10-08 13:44:00,2023-10-08 13:47:00,2023-10-08 15:01:00,22.3,496,Completed,
T2933,D292,R4225,Bangalore,Jayanagar,HSR Layout,2023-10-22 13:53:00,2023-10-22 14:00:00,2023-10-22 15:06:00,24.0,601,Completed,
T2934,D137,R2678,Mumbai,Juhu,Powai,2023-10-25 19:24:00,2023-10-25 19:36:00,2023-10-25 19:55:00,4.9,136,Completed,
T2935,D319,R3775,Bangalore,Jayanagar,Koramangala,2023-10-30 01:58:00,2023-10-30 02:04:00,2023-10-30 02:58:00,14.7,320,Completed,
T2936,D256,R2291,Delhi,Connaught Place,Vasant Kunj,2023-10-25 14:11:00,2023-10-25 14:21:00,2023-10-25 15:00:00,12.0,264,Completed,
T2937,D236,R2520,Delhi,Vasant Kunj,Rohini,2023-10-15 10:40:00,2023-10-15 10:45:00,2023-10-15 11:29:00,14.9,355,Completed,
T2938,D182,R1950,Bangalore,Koramangala,Jayanagar,2023-10-05 00:28:00,2023-10-05 00:36:00,2023-10-05 00:54:00,7.5,209,Completed,
T2939,D266,R4960,Bangalore,Indiranagar,Jayanagar,2023-10-13 11:13:00,2023-10-13 11:16:00,2023-10-13 11:47:00,11.7,271,Completed,
T2940,D187,R3247,Mumbai,Juhu,Powai,2023-10-28 09:12:00,2023-10-28 09:21:00,2023-10-28 09:52:00,7.8,213,Completed,
T2941,D249,R2348,Delhi,Connaught Place,Rohini,2023-10-25 03:28:00,2023-10-25 03:40:00,2023-10-25 04:22:00,11.6,316,Completed,
T2942,D256,R3830,Delhi,Rohini,Connaught Place,2023-10-29 06:20:00,2023-10-29 06:33:00,2023-10-29 06:56:00,5.9,153,Completed,
T2943,D318,R2279,Bangalore,Jayanagar,Indiranagar,2023-10-03 14:06:00,2023-10-03 14:09:00,2023-10-03 14:21:00,4.0,146,Completed,
T2944,D111,R4542,Mumbai,Powai,Juhu,2023-10-17 21:39:00,2023-10-17 21:42:00,2023-10-17 22:57:00,22.4,530,Completed,
T2945,D200,R2621,Delhi,Vasant Kunj,Connaught Place,2023-10-26 06:44:00,2023-10-26 06:50:00,2023-10-26 07:37:00,13.4,334,Completed,
T2946,D258,R1696,Mumbai,Andheri,Bandra,2023-10-11 14:07:00,2023-10-11 14:14:00,2023-10-11 15:08:00,21.7,421,Completed,
T2947,D200,R4339,Delhi,Vasant Kunj,Saket,2023-10-07 13:48:00,2023-10-07 13:59:00,2023-10-07 14:30:00,10.6,271,Completed,
T2948,D268,R1680,Delhi,Connaught Place,Rohini,2023-10-15 16:38:00,2023-10-15 16:49:00,2023-10-15 17:37:00,16.1,340,Completed,
T2949,D284,R1937,Mumbai,Powai,Bandra,2023-10-16 05:59:00,2023-10-16 06:10:00,2023-10-16 06:26:00,6.6,162,Completed,
T2950,D298,R3902,Delhi,Dwarka,Vasant Kunj,2023-10-22 15:22:00,2023-10-22 15:27:00,2023-10-22 16:32:00,21.6,458,Completed,
T2951,D289,R4611,Bangalore,Koramangala,HSR Layout,2023-10-18 16:04:00,2023-10-18 16:14:00,2023-10-18 17:38:00,22.1,582,Completed,
T2952,D108,R3827,Delhi,Vasant Kunj,Saket,2023-10-18 22:34:00,2023-10-18 22:42:00,2023-10-18 23:42:00,22.0,460,Completed,
T2953,D170,R1963,Bangalore,Indiranagar,HSR Layout,2023-10-18 04:22:00,2023-10-18 04:32:00,2023-10-18 04:59:00,9.1,193,Completed,
T2954,D226,R3199,Bangalore,Jayanagar,Whitefield,2023-10-27 08:04:00,2023-10-27 08:06:00,2023-10-27 08:18:00,4.0,124,Completed,
T2955,D346,R3847,Mumbai,Colaba,Juhu,2023-10-21 10:04:00,2023-10-21 10:06:00,2023-10-21 10:49:00,13.3,266,Completed,
T2956,D152,R3688,Bangalore,Koramangala,Whitefield,2023-10-17 23:34:00,2023-10-17 23:44:00,2023-10-18 01:07:00,21.2,531,Completed,
T2957,D114,R3084,Bangalore,Whitefield,Koramangala,2023-10-22 03:49:00,2023-10-22 03:58:00,2023-10-22 04:33:00,12.4,272,Completed,
